EmployeeID,Age,Gender,Department,JobRole,Education,ExperienceYears,MonthlySalary,PerformanceScore,AttendanceRate,Overtime,JobSatisfaction,YearsAtCompany,Attrition
E1311,47,Male,Finance,Operations Manager,PhD,1,92708,2,66.93,No,2,0,No
E1312,22,Female,HR,Financial Analyst,PhD,7,136462,1,79.94,No,1,14,No
E1313,46,Male,Sales,Financial Analyst,Master's,10,41663,3,81.42,Yes,4,8,No
E1314,37,Male,Operations,Financial Analyst,High School,0,118076,4,97.5,Yes,2,1,No
E1315,53,Male,HR,Financial Analyst,Master's,5,143665,2,87.44,No,1,6,No
E1316,29,Male,HR,HR Executive,High School,15,44053,5,75.91,No,1,9,No
E1317,59,Male,IT,Operations Manager,Bachelor's,19,36085,3,83.39,No,4,15,No
E1318,49,Female,Marketing,Operations Manager,High School,11,55564,1,67.31,No,5,3,No
E1319,46,Female,Sales,Operations Manager,Master's,10,114745,2,99.04,No,5,6,No
E1320,55,Male,HR,Sales Executive,Master's,9,84095,1,77.6,No,2,7,No
E1321,45,Male,IT,Marketing Specialist,High School,2,94517,1,81.73,Yes,2,15,No
E1322,44,Male,Operations,Operations Manager,PhD,12,46153,1,77.43,Yes,4,4,Yes
E1323,33,Male,Finance,Financial Analyst,Bachelor's,2,30247,4,88.89,Yes,2,12,No
E1324,27,Female,Sales,Financial Analyst,Bachelor's,14,35553,4,88.18,No,4,11,No
E1325,56,Male,HR,Operations Manager,Master's,15,45811,5,90.04,No,1,11,Yes
E1326,40,Female,Marketing,Operations Manager,PhD,12,120381,2,74.39,No,2,0,No
E1327,21,Female,IT,Financial Analyst,High School,16,31135,3,76.05,No,1,15,No
E1328,28,Male,HR,Sales Executive,Bachelor's,2,30573,3,69.38,No,3,3,Yes
E1329,36,Female,Marketing,Software Engineer,PhD,19,143819,3,87.94,No,4,9,No
E1330,34,Female,HR,Software Engineer,Bachelor's,10,149588,1,66.39,No,3,15,No
E1331,32,Female,Sales,Operations Manager,PhD,20,104267,4,85.92,Yes,2,2,No
E1332,43,Female,Sales,HR Executive,PhD,18,32189,2,95.44,Yes,1,9,No
E1333,35,Male,Sales,Operations Manager,Master's,10,105077,1,96.18,No,2,14,No
E1334,48,Male,Operations,Operations Manager,Bachelor's,15,68646,4,80.72,No,3,11,No
E1335,54,Female,Operations,Software Engineer,High School,20,101623,4,81.08,No,2,4,Yes
E1336,22,Male,IT,Financial Analyst,Master's,2,136971,2,67.69,No,5,9,Yes
E1337,52,Male,Sales,Operations Manager,Master's,5,78687,2,88.48,No,3,12,No
E1338,43,Male,Marketing,Financial Analyst,High School,13,93312,2,93.74,Yes,2,9,No
E1339,42,Male,HR,Financial Analyst,Master's,17,132615,1,73.56,Yes,1,12,No
E1340,45,Male,Finance,HR Executive,PhD,16,52564,5,79.75,Yes,2,5,No
E1341,42,Female,Marketing,Financial Analyst,PhD,3,53835,2,94.36,No,1,1,Yes
E1342,42,Male,Operations,Software Engineer,Bachelor's,14,86587,5,95.7,Yes,5,6,No
E1343,26,Male,Operations,Sales Executive,Bachelor's,10,32697,1,73.51,No,2,12,No
E1344,35,Male,Marketing,Sales Executive,High School,2,105165,5,84.27,No,5,2,No
E1345,57,Male,Operations,Marketing Specialist,Bachelor's,2,98922,3,71.74,No,3,14,No
E1346,53,Female,Sales,Operations Manager,PhD,15,42046,5,68.57,Yes,1,0,Yes
E1347,28,Female,IT,Software Engineer,High School,4,82823,2,96.89,No,3,9,No
E1348,25,Female,HR,Financial Analyst,High School,20,98580,1,93.72,No,1,2,No
E1349,59,Female,IT,Sales Executive,Bachelor's,9,78370,2,91.6,No,5,8,No
E1350,24,Male,HR,Software Engineer,PhD,18,34615,3,66.71,No,4,9,Yes
E1351,26,Female,HR,Sales Executive,High School,3,138338,2,94.53,Yes,2,10,No
E1352,52,Male,IT,Financial Analyst,PhD,18,30060,2,80.33,No,5,10,Yes
E1353,50,Male,Marketing,Sales Executive,PhD,10,101436,2,76.98,No,1,14,No
E1354,55,Male,HR,Operations Manager,PhD,1,85519,4,84.13,No,1,5,No
E1355,36,Male,IT,Operations Manager,Bachelor's,9,145562,3,68.2,No,1,10,No
E1356,33,Male,HR,Marketing Specialist,Master's,10,96117,2,91.48,No,1,5,No
E1357,50,Female,Finance,Marketing Specialist,Master's,19,86158,2,85.39,Yes,2,3,Yes
E1358,39,Female,Marketing,Sales Executive,High School,15,59782,2,71.53,No,3,14,Yes
E1359,37,Female,Sales,Software Engineer,PhD,18,110709,1,71.59,No,4,7,No
E1360,39,Female,HR,Operations Manager,Bachelor's,10,103533,4,71.45,No,2,4,No
E1361,48,Male,Finance,Software Engineer,PhD,13,133939,1,67.0,No,1,6,Yes
E1362,46,Female,Sales,Software Engineer,PhD,1,83255,4,85.57,No,2,8,No
E1363,57,Male,Sales,Sales Executive,Bachelor's,4,136952,2,94.41,No,5,12,Yes
E1364,46,Female,HR,Software Engineer,Master's,4,97684,3,65.61,Yes,1,12,No
E1365,43,Male,IT,Operations Manager,PhD,18,81918,5,66.72,No,4,15,Yes
E1366,29,Male,HR,Financial Analyst,PhD,20,109284,5,85.05,No,1,13,No
E1367,32,Female,Finance,Marketing Specialist,Master's,11,104558,2,93.68,No,4,15,No
E1368,21,Male,Sales,Financial Analyst,Bachelor's,17,110549,1,76.44,No,4,15,No
E1369,21,Male,HR,Software Engineer,High School,3,129223,3,77.24,No,3,4,Yes
E1370,54,Female,IT,Financial Analyst,Master's,16,106422,4,85.87,Yes,3,10,No
E1371,52,Male,HR,Operations Manager,High School,9,145363,2,74.6,No,2,13,No
E1372,45,Female,Marketing,Operations Manager,High School,19,50256,3,65.93,No,2,4,No
E1373,21,Female,IT,Software Engineer,Master's,5,55005,3,90.73,No,4,13,No
E1374,36,Female,Finance,Sales Executive,PhD,13,31638,4,86.9,No,1,3,No
E1375,59,Male,Sales,Financial Analyst,High School,10,62419,3,85.33,No,5,5,Yes
E1376,25,Male,HR,Sales Executive,High School,10,58377,1,90.96,Yes,5,1,No
E1377,42,Male,IT,Sales Executive,Bachelor's,17,131244,1,88.63,No,1,2,No
E1378,49,Female,Marketing,HR Executive,PhD,17,68116,1,72.21,No,1,0,No
E1379,23,Male,IT,Software Engineer,High School,10,61634,3,77.34,Yes,3,1,Yes
E1380,32,Female,Operations,Marketing Specialist,Bachelor's,20,107291,1,69.41,Yes,5,1,No
E1381,46,Female,Marketing,Operations Manager,PhD,11,48382,4,69.54,No,4,7,No
E1382,36,Male,Finance,Operations Manager,Master's,4,140303,3,88.67,Yes,2,7,Yes
E1383,57,Female,Sales,Software Engineer,Master's,8,81063,5,95.05,No,3,1,No
E1384,42,Male,Finance,Marketing Specialist,Bachelor's,8,47394,3,98.7,Yes,5,12,Yes
E1385,49,Male,HR,Operations Manager,Master's,9,92789,4,86.99,Yes,1,13,No
E1386,34,Male,IT,Software Engineer,High School,18,128246,5,71.44,No,5,5,Yes
E1387,48,Male,Operations,Operations Manager,PhD,0,135634,3,68.7,No,4,14,No
E1388,25,Male,Marketing,Sales Executive,High School,6,25864,1,93.45,No,3,4,No
E1389,50,Female,Marketing,Financial Analyst,High School,3,124572,2,85.26,No,1,2,No
E1390,25,Female,IT,Financial Analyst,Master's,0,65222,2,86.64,No,4,4,No
E1391,32,Female,Operations,Operations Manager,High School,14,38666,1,92.35,No,2,4,Yes
E1392,36,Male,IT,HR Executive,Master's,7,148664,2,89.61,No,3,4,No
E1393,46,Male,HR,Marketing Specialist,PhD,11,45955,2,94.21,No,4,2,No
E1394,46,Male,Finance,Marketing Specialist,PhD,17,135674,1,66.97,Yes,4,14,No
E1395,41,Female,Marketing,Marketing Specialist,High School,14,128533,1,91.16,Yes,1,2,No
E1396,59,Male,HR,Sales Executive,Bachelor's,16,106845,3,94.78,No,2,3,No
E1397,56,Female,Finance,Marketing Specialist,Master's,13,141925,3,75.01,No,4,6,No
E1398,53,Female,HR,Financial Analyst,Master's,13,94590,1,87.42,Yes,3,11,No
E1399,50,Male,Operations,Sales Executive,High School,17,91471,4,76.0,Yes,4,11,No
E1400,57,Male,Marketing,Software Engineer,Master's,19,135476,2,98.53,Yes,5,11,No
E1401,43,Female,IT,Marketing Specialist,Master's,17,113314,3,66.17,No,3,13,Yes
E1402,30,Male,IT,Marketing Specialist,Bachelor's,15,147579,2,85.29,No,3,1,No
E1403,25,Female,Finance,Software Engineer,Bachelor's,0,68298,5,70.83,Yes,4,9,No
E1404,56,Male,Sales,Marketing Specialist,High School,10,88108,1,89.93,No,1,3,No
E1405,54,Male,Operations,Software Engineer,Bachelor's,14,138864,4,71.16,No,3,3,Yes
E1406,51,Female,Finance,Sales Executive,High School,11,73924,5,73.24,No,5,0,No
E1407,30,Male,Sales,Financial Analyst,PhD,7,41709,5,82.3,Yes,1,15,No
E1408,39,Female,HR,Software Engineer,High School,19,34726,5,97.02,No,1,9,No
E1409,52,Male,Operations,HR Executive,PhD,5,85824,1,72.41,No,1,15,No
E1410,21,Female,HR,Software Engineer,High School,2,65542,3,70.05,No,3,7,No
E1411,25,Female,Marketing,Marketing Specialist,Master's,12,45245,1,91.56,Yes,1,0,No
E1412,24,Male,Operations,Sales Executive,Bachelor's,12,59753,3,82.52,No,4,7,No
E1413,36,Female,Sales,Operations Manager,PhD,1,104788,5,96.91,No,1,6,No
E1414,44,Male,Marketing,Sales Executive,High School,4,46316,5,70.13,No,5,8,No
E1415,36,Male,IT,Operations Manager,Bachelor's,16,127907,4,87.61,Yes,2,7,No
E1416,22,Male,Sales,Software Engineer,High School,5,109698,3,73.15,No,5,15,No
E1417,48,Female,Finance,Financial Analyst,Bachelor's,1,40960,5,70.49,Yes,3,4,No
E1418,52,Female,IT,HR Executive,Bachelor's,3,55791,2,88.92,No,1,7,No
E1419,47,Male,IT,Sales Executive,High School,10,132766,4,85.78,No,1,13,No
E1420,40,Male,Finance,Marketing Specialist,PhD,7,50216,1,91.42,No,4,14,No
E1421,44,Female,Operations,Operations Manager,PhD,11,57467,4,75.83,No,1,10,No
E1422,32,Male,IT,Marketing Specialist,Master's,7,89427,2,80.68,No,5,9,No
E1423,55,Male,Sales,Financial Analyst,Bachelor's,10,137470,3,79.19,No,3,11,No
E1424,53,Female,Marketing,Operations Manager,Master's,19,87047,1,99.44,No,2,15,Yes
E1425,53,Male,IT,Sales Executive,Master's,7,98290,1,75.23,Yes,1,14,No
E1426,57,Female,Sales,Software Engineer,High School,7,72014,3,75.32,No,2,11,No
E1427,32,Male,HR,Marketing Specialist,High School,16,29078,4,77.41,No,1,2,No
E1428,23,Female,Sales,Financial Analyst,High School,19,103389,5,84.76,No,3,14,No
E1429,21,Male,Marketing,Sales Executive,Bachelor's,19,75519,4,73.83,No,5,9,No
E1430,53,Male,Sales,Sales Executive,High School,15,29042,2,97.04,No,3,6,No
E1431,30,Female,Finance,Sales Executive,High School,13,74052,5,74.3,No,2,11,No
E1432,49,Male,Marketing,Sales Executive,Bachelor's,10,39389,4,96.35,No,1,3,No
E1433,33,Female,Operations,Operations Manager,Bachelor's,6,120961,3,68.62,No,2,4,No
E1434,32,Male,HR,Sales Executive,PhD,15,93111,2,87.98,No,5,15,No
E1435,51,Female,Finance,Marketing Specialist,High School,12,130058,2,96.74,No,3,8,No
E1436,22,Female,Operations,Financial Analyst,High School,14,118715,2,70.91,Yes,2,6,No
E1437,55,Female,Sales,Operations Manager,High School,15,75733,5,98.89,Yes,2,3,No
E1438,43,Female,Marketing,Sales Executive,PhD,20,59754,1,80.85,No,5,5,No
E1439,37,Male,HR,HR Executive,High School,8,43624,5,98.1,No,1,9,No
E1440,46,Male,Finance,HR Executive,PhD,2,110886,4,88.69,No,2,13,No
E1441,28,Female,Operations,Financial Analyst,Master's,18,51681,1,75.56,No,5,10,No
E1442,49,Female,Operations,Software Engineer,PhD,19,114524,4,71.59,Yes,1,6,No
E1443,46,Female,HR,Software Engineer,Master's,4,106006,1,75.63,No,1,12,No
E1444,30,Male,Sales,Operations Manager,High School,9,49704,5,68.26,Yes,3,9,Yes
E1445,46,Male,HR,Operations Manager,Master's,16,129272,2,70.04,Yes,5,12,No
E1446,54,Male,Operations,Operations Manager,PhD,14,119913,3,68.66,No,1,8,No
E1447,27,Male,IT,Software Engineer,Bachelor's,7,119108,2,79.8,Yes,3,3,No
E1448,24,Female,Finance,HR Executive,Master's,14,148731,5,92.85,No,4,15,No
E1449,31,Female,HR,Software Engineer,Master's,20,32493,1,69.95,No,5,9,Yes
E1450,49,Female,Operations,Marketing Specialist,High School,13,94639,2,69.56,No,4,2,Yes
E1451,56,Male,Sales,Sales Executive,PhD,19,125380,5,87.52,Yes,1,7,No
E1452,45,Male,Operations,Operations Manager,Master's,6,79383,4,71.9,No,5,14,No
E1453,41,Male,Sales,HR Executive,Master's,20,27994,3,68.42,Yes,3,0,No
E1454,56,Female,HR,Financial Analyst,Master's,11,94280,2,70.84,No,1,8,No
E1455,30,Female,Sales,Financial Analyst,Master's,16,72234,1,97.33,No,5,12,No
E1456,57,Male,Marketing,Sales Executive,Bachelor's,16,72291,4,93.75,No,5,0,No
E1457,29,Female,Marketing,HR Executive,PhD,9,117868,5,77.39,Yes,4,1,Yes
E1458,44,Male,Marketing,Software Engineer,High School,18,30594,3,87.95,No,1,12,Yes
E1459,55,Male,IT,Software Engineer,High School,13,130835,1,83.8,No,3,7,No
E1460,55,Female,HR,Marketing Specialist,Bachelor's,10,32371,5,88.7,Yes,3,8,No
E1461,56,Male,Operations,Marketing Specialist,PhD,1,72315,5,88.89,No,1,6,No
E1462,38,Female,Operations,Software Engineer,Master's,17,108564,2,87.01,No,1,15,No
E1463,59,Male,IT,Financial Analyst,Bachelor's,6,126448,2,74.31,Yes,2,2,No
E1464,52,Female,Sales,Operations Manager,PhD,11,104526,1,66.37,Yes,4,6,Yes
E1465,44,Female,IT,Financial Analyst,Master's,1,137387,5,80.94,No,1,5,No
E1466,43,Female,Sales,Marketing Specialist,Bachelor's,19,41626,2,96.18,Yes,1,1,No
E1467,52,Male,Sales,Sales Executive,PhD,17,111005,3,84.93,Yes,2,2,No
E1468,57,Male,Finance,Software Engineer,High School,5,131258,3,94.13,No,2,10,No
E1469,32,Female,Operations,Marketing Specialist,High School,9,130573,5,99.71,No,5,12,No
E1470,33,Female,Marketing,Marketing Specialist,PhD,19,32130,2,70.73,No,3,11,No
E1471,43,Male,Sales,Operations Manager,High School,14,31828,1,89.21,No,4,12,Yes
E1472,45,Male,Finance,Software Engineer,PhD,4,82514,1,88.6,No,5,9,No
E1473,55,Male,Operations,Operations Manager,Master's,19,132148,1,99.3,Yes,1,9,Yes
E1474,50,Female,Marketing,Software Engineer,PhD,2,137524,3,99.5,No,2,12,No
E1475,37,Male,Sales,Operations Manager,Master's,4,129635,2,89.03,No,3,11,No
E1476,40,Male,Sales,Financial Analyst,Bachelor's,7,77664,2,73.53,Yes,5,14,No
E1477,45,Female,IT,Sales Executive,PhD,7,136701,3,92.95,No,3,4,No
E1478,42,Male,IT,Sales Executive,Bachelor's,7,42883,1,68.75,No,2,9,Yes
E1479,33,Male,Operations,Software Engineer,High School,11,68059,1,92.32,Yes,5,3,Yes
E1480,39,Male,Marketing,HR Executive,Master's,7,109078,5,96.86,Yes,5,1,No
E1481,56,Female,Sales,Marketing Specialist,PhD,10,67932,4,78.4,No,3,3,No
E1482,32,Female,Operations,Marketing Specialist,Bachelor's,13,86269,2,87.07,No,2,11,No
E1483,39,Female,Operations,Software Engineer,Master's,7,144850,2,80.05,No,1,7,Yes
E1484,32,Female,HR,Operations Manager,Master's,9,100986,2,80.32,No,5,4,No
E1485,29,Female,IT,HR Executive,High School,6,110959,4,75.86,Yes,1,4,No
E1486,27,Female,Marketing,Financial Analyst,High School,16,27035,5,91.67,Yes,2,12,No
E1487,48,Female,Sales,Operations Manager,Master's,3,134767,4,97.77,Yes,5,11,No
E1488,34,Male,Operations,Operations Manager,Master's,12,65745,1,97.93,Yes,5,11,No
E1489,51,Male,Sales,Software Engineer,PhD,3,42241,1,71.12,Yes,1,9,No
E1490,39,Female,HR,Software Engineer,Master's,4,77975,2,95.62,No,4,2,Yes
E1491,36,Male,Marketing,Marketing Specialist,PhD,3,48154,3,90.81,No,1,12,No
E1492,25,Male,Operations,Software Engineer,Master's,17,50625,2,73.85,No,1,7,No
E1493,55,Female,Sales,Software Engineer,High School,5,69950,3,67.35,Yes,4,5,No
E1494,32,Male,IT,Software Engineer,PhD,1,123602,4,74.38,No,2,1,No
E1495,45,Male,HR,Marketing Specialist,Bachelor's,10,81396,1,96.93,No,2,1,No
E1496,41,Male,Marketing,Financial Analyst,High School,13,124227,3,87.16,Yes,5,8,No
E1497,56,Male,HR,Financial Analyst,PhD,4,143920,4,90.24,No,3,12,No
E1498,43,Male,IT,Software Engineer,PhD,5,38331,1,74.0,No,3,6,No
E1499,36,Female,Marketing,Marketing Specialist,Bachelor's,9,88927,3,90.18,Yes,5,9,No
E1500,59,Female,HR,Financial Analyst,PhD,7,111226,2,65.98,No,3,8,No
E1501,59,Female,Finance,Operations Manager,Master's,13,109719,2,78.14,Yes,1,13,Yes
E1502,34,Male,IT,Financial Analyst,Bachelor's,2,88014,2,86.94,No,1,15,No
E1503,51,Female,IT,Financial Analyst,High School,11,64346,4,70.11,No,4,5,No
E1504,25,Male,IT,Marketing Specialist,High School,15,95411,2,93.81,No,4,14,No
E1505,55,Male,Finance,Operations Manager,Master's,16,79478,5,73.23,Yes,5,4,No
E1506,43,Male,Finance,Marketing Specialist,High School,0,37254,1,87.83,No,5,11,No
E1507,49,Male,Sales,Software Engineer,PhD,9,80734,4,79.18,No,5,0,No
E1508,31,Female,Operations,Sales Executive,PhD,9,53621,2,85.86,No,1,11,No
E1509,38,Female,HR,Financial Analyst,Master's,20,141490,1,68.76,No,3,5,No
E1510,32,Male,Sales,Sales Executive,High School,1,101441,3,65.59,No,5,5,No
E1511,29,Female,HR,Marketing Specialist,High School,8,71121,2,96.83,No,5,2,No
E1512,30,Male,Operations,Marketing Specialist,Master's,12,106418,1,74.44,No,1,2,No
E1513,37,Female,Finance,Marketing Specialist,Bachelor's,15,85197,5,93.69,No,1,15,No
E1514,58,Female,Operations,Sales Executive,High School,17,109577,3,99.98,No,1,14,Yes
E1515,27,Male,Finance,Marketing Specialist,Bachelor's,18,119634,5,72.4,No,3,2,No
E1516,33,Female,Operations,Software Engineer,High School,11,143034,1,74.28,No,5,2,No
E1517,29,Male,Sales,Marketing Specialist,High School,7,67431,5,88.2,No,2,6,No
E1518,47,Female,Marketing,HR Executive,High School,16,142637,1,98.79,No,2,9,No
E1519,22,Male,Sales,Sales Executive,High School,14,124245,1,97.05,No,5,10,No
E1520,25,Male,HR,HR Executive,PhD,9,125211,5,82.6,No,5,1,No
E1521,49,Female,Sales,Marketing Specialist,Bachelor's,14,29837,1,92.83,Yes,5,9,No
E1522,57,Female,IT,Software Engineer,Bachelor's,14,136984,2,69.75,No,5,12,Yes
E1523,58,Male,HR,Financial Analyst,High School,6,115025,1,99.21,No,3,9,No
E1524,39,Female,Operations,Operations Manager,High School,12,108163,4,98.75,Yes,2,1,No
E1525,28,Female,HR,Operations Manager,Bachelor's,16,96232,1,70.73,No,4,2,No
E1526,21,Male,Marketing,Marketing Specialist,PhD,8,73994,4,75.48,Yes,2,9,No
E1527,42,Male,Finance,Software Engineer,Master's,7,104079,1,68.51,Yes,2,11,Yes
E1528,37,Female,Operations,Sales Executive,Master's,19,37615,1,74.51,Yes,1,6,No
E1529,27,Male,HR,HR Executive,Bachelor's,20,26466,5,93.56,No,5,2,No
E1530,45,Male,Operations,HR Executive,High School,17,55771,2,78.24,No,5,6,No
E1531,24,Male,Operations,HR Executive,High School,12,143645,2,68.09,No,5,8,No
E1532,56,Female,Operations,Sales Executive,PhD,15,108886,3,76.98,No,1,10,No
E1533,26,Female,Finance,Operations Manager,Master's,8,90911,5,99.35,No,3,9,No
E1534,51,Male,Sales,Software Engineer,PhD,11,123566,5,87.04,No,3,11,No
E1535,39,Female,Operations,Sales Executive,Master's,11,45746,2,79.57,No,4,14,No
E1536,59,Male,IT,HR Executive,Bachelor's,5,113422,5,70.83,No,3,10,No
E1537,47,Female,Marketing,Marketing Specialist,Master's,18,134884,2,99.52,Yes,3,3,No
E1538,30,Male,Finance,Financial Analyst,PhD,6,85739,5,93.73,Yes,5,6,Yes
E1539,46,Male,HR,Sales Executive,PhD,2,133440,1,74.85,No,2,8,No
E1540,39,Female,Finance,Sales Executive,PhD,15,123187,2,67.45,No,3,13,Yes
E1541,59,Male,HR,Software Engineer,Bachelor's,17,98369,2,66.98,Yes,3,7,Yes
E1542,23,Female,Finance,Software Engineer,Master's,15,26893,4,69.21,Yes,1,7,No
E1543,33,Female,HR,Sales Executive,Master's,6,55573,5,85.33,No,4,8,No
E1544,48,Male,Operations,HR Executive,PhD,3,121907,5,97.51,No,1,13,Yes
E1545,40,Male,Sales,Financial Analyst,Master's,7,65874,2,82.39,No,5,4,No
E1546,48,Female,HR,Software Engineer,High School,12,102362,1,94.5,No,2,13,No
E1547,28,Male,HR,HR Executive,High School,12,124956,1,80.61,No,4,4,No
E1548,59,Male,IT,Marketing Specialist,High School,16,112460,1,89.8,No,1,2,No
E1549,21,Male,HR,Software Engineer,Master's,16,143580,5,90.62,No,3,4,No
E1550,23,Male,IT,HR Executive,Bachelor's,4,58367,4,71.09,Yes,3,15,No
E1551,33,Male,Marketing,HR Executive,Bachelor's,5,46199,2,77.64,No,4,7,Yes
E1552,48,Female,Operations,Financial Analyst,Bachelor's,18,141600,3,87.31,Yes,3,11,Yes
E1553,45,Female,IT,Financial Analyst,Bachelor's,12,116404,4,67.47,Yes,1,4,No
E1554,53,Male,Sales,Marketing Specialist,High School,13,99328,3,77.65,No,1,3,No
E1555,58,Male,Operations,HR Executive,High School,3,82724,4,83.72,No,3,7,No
E1556,26,Male,IT,Operations Manager,PhD,6,111133,1,99.87,No,3,6,No
E1557,52,Female,Operations,HR Executive,Master's,7,61405,5,81.61,Yes,5,14,No
E1558,41,Male,Operations,Financial Analyst,Master's,12,123232,3,93.56,No,2,13,No
E1559,36,Female,Operations,Operations Manager,Bachelor's,5,133659,4,80.12,No,4,13,No
E1560,41,Female,Marketing,Software Engineer,High School,5,40989,5,92.87,No,1,5,No
E1561,31,Female,Sales,Software Engineer,Bachelor's,20,53931,3,85.84,Yes,4,4,No
E1562,57,Male,Finance,Sales Executive,PhD,2,34290,2,96.03,No,5,13,No
E1563,56,Female,Finance,Financial Analyst,Master's,2,63367,4,79.38,No,1,4,Yes
E1564,55,Male,IT,Sales Executive,Master's,12,146136,2,86.15,Yes,5,12,No
E1565,39,Female,Operations,Operations Manager,Bachelor's,1,104878,1,87.05,No,5,9,No
E1566,40,Male,IT,Financial Analyst,PhD,15,115477,2,79.61,No,3,1,No
E1567,38,Female,Marketing,Marketing Specialist,Master's,5,104481,2,70.05,Yes,4,12,No
E1568,34,Male,Marketing,HR Executive,PhD,7,101298,4,68.27,Yes,4,14,No
E1569,35,Female,HR,Marketing Specialist,PhD,7,55133,1,65.58,Yes,3,3,No
E1570,51,Male,Marketing,Operations Manager,Bachelor's,5,137616,2,95.57,No,4,7,No
E1571,21,Male,HR,Financial Analyst,High School,13,130686,5,73.28,Yes,3,7,No
E1572,23,Male,Sales,Operations Manager,Bachelor's,2,52052,3,72.4,No,1,10,No
E1573,36,Male,IT,HR Executive,High School,9,132286,2,90.76,No,5,0,No
E1574,43,Female,Sales,Software Engineer,PhD,2,110489,1,76.2,No,5,1,No
E1575,31,Female,Marketing,Software Engineer,High School,11,65475,2,82.71,Yes,4,4,No
E1576,32,Male,Sales,Operations Manager,PhD,16,107666,3,70.69,Yes,2,8,No
E1577,30,Female,Sales,Sales Executive,Master's,4,121622,1,98.59,No,5,9,No
E1578,52,Male,Sales,Financial Analyst,Master's,19,82656,4,94.81,No,3,10,No
E1579,36,Male,Marketing,Financial Analyst,Master's,8,29633,1,95.23,No,2,15,No
E1580,28,Female,Operations,Software Engineer,Bachelor's,20,42304,4,79.24,Yes,2,11,No
E1581,58,Male,Sales,Marketing Specialist,Bachelor's,19,132573,1,91.68,No,5,12,No
E1582,32,Male,HR,HR Executive,PhD,6,122820,3,70.04,No,5,10,No
E1583,44,Female,Marketing,Marketing Specialist,Master's,3,71546,3,65.3,Yes,5,15,No
E1584,48,Male,Sales,Marketing Specialist,Bachelor's,12,32008,1,65.7,No,3,6,No
E1585,28,Male,Operations,Operations Manager,Master's,12,73291,2,85.53,No,2,9,No
E1586,48,Male,Marketing,Software Engineer,Bachelor's,9,52405,3,80.94,Yes,4,4,No
E1587,56,Male,Finance,Software Engineer,High School,17,142069,4,83.13,No,3,0,No
E1588,46,Female,Operations,Software Engineer,High School,16,61386,4,65.26,No,1,14,No
E1589,28,Female,HR,Operations Manager,Master's,19,115909,5,79.79,Yes,5,15,No
E1590,48,Female,Sales,Sales Executive,PhD,19,45827,4,90.13,No,2,14,No
E1591,48,Male,Finance,Marketing Specialist,Bachelor's,12,58040,5,80.49,No,3,5,No
E1592,57,Male,Finance,Operations Manager,Bachelor's,16,85354,1,90.63,No,1,11,Yes
E1593,56,Female,Marketing,Financial Analyst,High School,3,103543,1,73.16,Yes,3,7,Yes
E1594,47,Male,Finance,HR Executive,High School,0,43157,1,93.46,No,3,6,No
E1595,37,Male,HR,Sales Executive,PhD,0,122693,2,85.6,No,4,1,No
E1596,29,Male,HR,Financial Analyst,PhD,14,60315,2,72.38,No,4,11,No
E1597,53,Male,IT,Marketing Specialist,PhD,12,60932,5,73.29,Yes,3,4,Yes
E1598,40,Female,HR,Software Engineer,Master's,16,46164,4,86.98,No,1,13,No
E1599,33,Female,Operations,Marketing Specialist,High School,7,39414,4,94.05,No,2,15,No
E1600,48,Female,Finance,Operations Manager,Master's,17,39327,1,79.55,No,2,10,No
E1601,49,Male,HR,HR Executive,High School,12,138880,3,74.04,No,5,3,No
E1602,33,Female,Marketing,Operations Manager,High School,13,25946,2,95.35,Yes,5,8,No
E1603,55,Female,IT,Sales Executive,Bachelor's,7,39693,2,88.42,Yes,2,9,No
E1604,26,Male,Finance,Sales Executive,High School,7,52241,1,80.68,No,3,15,No
E1605,38,Male,IT,HR Executive,High School,14,140194,2,82.08,Yes,3,0,No
E1606,25,Female,Finance,Financial Analyst,Master's,12,120790,1,72.15,No,4,11,No
E1607,45,Female,Marketing,Financial Analyst,High School,6,40540,5,86.94,Yes,4,15,No
E1608,22,Female,IT,Sales Executive,Master's,4,97255,4,77.56,No,5,5,No
E1609,30,Female,Sales,Sales Executive,PhD,16,89757,3,99.85,No,2,2,No
E1610,50,Male,Operations,Software Engineer,High School,15,66203,4,81.81,No,3,10,Yes
E1611,25,Female,Operations,Financial Analyst,High School,1,50081,4,82.01,No,2,8,No
E1612,53,Female,Finance,HR Executive,Master's,17,86861,5,84.8,Yes,1,4,No
E1613,21,Male,Sales,Financial Analyst,PhD,16,36350,2,97.09,No,2,12,No
E1614,38,Female,IT,Software Engineer,Bachelor's,6,80512,3,93.03,Yes,1,5,No
E1615,52,Male,Sales,Operations Manager,PhD,12,81809,2,80.79,No,4,10,No
E1616,31,Male,Sales,Sales Executive,Master's,17,126894,4,90.15,No,4,8,No
E1617,41,Male,IT,Sales Executive,PhD,13,122557,1,85.52,No,5,8,No
E1618,46,Female,Marketing,Software Engineer,Master's,17,67832,4,82.23,No,2,15,Yes
E1619,45,Female,Sales,HR Executive,Master's,12,53369,2,71.73,No,2,7,No
E1620,42,Male,Sales,Sales Executive,Bachelor's,10,56728,4,81.24,No,1,8,No
E1621,47,Female,Marketing,Marketing Specialist,High School,20,42576,1,73.6,No,4,15,Yes
E1622,33,Female,Sales,Sales Executive,Master's,20,54001,5,97.02,No,1,3,No
